Country,continent,City,State,Latitude,Longitude,Condition,Min_Temperature,Max_Temperature,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million
Equatorial Guinea,Africa,Malabo,Bioko Norte,3.75578000,8.78166000,light rain,29.45,29.45,17130.0,0.0,183.0,0.0,9497.935,101.467
Equatorial Guinea,Africa,Rebola,Bioko Norte,3.71667000,8.83333000,light rain,27.0,27.0,17130.0,0.0,183.0,0.0,9497.935,101.467
Equatorial Guinea,Africa,Santiago de Baney,Bioko Norte,3.69920000,8.90840000,light rain,27.37,27.37,17130.0,0.0,183.0,0.0,9497.935,101.467
Equatorial Guinea,Africa,Luba,Bioko Sur,3.45683000,8.55465000,light rain,28.47,28.47,17130.0,0.0,183.0,0.0,9497.935,101.467
Equatorial Guinea,Africa,Acurenam,Centro Sur,1.03225000,10.64882000,light rain,28.54,28.54,17130.0,0.0,183.0,0.0,9497.935,101.467
Equatorial Guinea,Africa,Bicurga,Centro Sur,1.58113000,10.46716000,moderate rain,27.12,27.12,17130.0,0.0,183.0,0.0,9497.935,101.467
Equatorial Guinea,Africa,Evinayong,Centro Sur,1.43677000,10.55124000,moderate rain,27.42,27.42,17130.0,0.0,183.0,0.0,9497.935,101.467
Equatorial Guinea,Africa,Ebebiyin,Kié-Ntem,2.15106000,11.33528000,light rain,28.57,28.57,17130.0,0.0,183.0,0.0,9497.935,101.467
Equatorial Guinea,Africa,Mikomeseng,Kié-Ntem,2.13609000,10.61322000,light rain,28.38,28.38,17130.0,0.0,183.0,0.0,9497.935,101.467
Eritrea,Africa,Keren,Anseba,15.77792000,38.45107000,clear sky,34.03,34.03,10189.0,0.0,103.0,0.0,2988.457,30.21
Eritrea,Africa,Adi Keyh,Debub,14.84444000,39.37722000,clear sky,24.76,24.76,10189.0,0.0,103.0,0.0,2988.457,30.21
Eritrea,Africa,Dek’emhāre,Debub,15.07000000,39.04750000,clear sky,27.05,27.05,10189.0,0.0,103.0,0.0,2988.457,30.21
Eritrea,Africa,Mendefera,Debub,14.88722000,38.81528000,few clouds,30.63,30.63,10189.0,0.0,103.0,0.0,2988.457,30.21
Eritrea,Africa,Ak’ordat,Gash-Barka,15.54798000,37.88291000,clear sky,41.38,41.38,10189.0,0.0,103.0,0.0,2988.457,30.21
Eritrea,Africa,Barentu,Gash-Barka,15.10582000,37.59067000,few clouds,38.99,38.99,10189.0,0.0,103.0,0.0,2988.457,30.21
Eritrea,Africa,Teseney,Gash-Barka,15.11000000,36.65750000,scattered clouds,42.06,42.06,10189.0,0.0,103.0,0.0,2988.457,30.21
Eritrea,Africa,Asmara,Maekel,15.33805000,38.93184000,clear sky,23.77,23.77,10189.0,0.0,103.0,0.0,2988.457,30.21
Eritrea,Africa,Massawa,Northern Red Sea,15.60811000,39.47455000,clear sky,33.28,33.28,10189.0,0.0,103.0,0.0,2988.457,30.21
Eritrea,Africa,Assab,Southern Red Sea,13.00917000,42.73944000,clear sky,29.34,29.34,10189.0,0.0,103.0,0.0,2988.457,30.21
Estonia,Europe,Anija vald,Harju,59.27644000,25.48168000,broken clouds,13.78,13.78,610471.0,0.0,2998.0,0.0,452169.94,2220.589
Estonia,Europe,Aruküla,Harju,59.36686000,25.07618000,clear sky,8.62,13.95,610471.0,0.0,2998.0,0.0,452169.94,2220.589
Estonia,Europe,Haabneeme,Harju,59.51358000,24.82225000,clear sky,8.86,14.19,610471.0,0.0,2998.0,0.0,452169.94,2220.589
Estonia,Europe,Harku,Harju,59.38641000,24.57176000,clear sky,10.79,16.7,610471.0,0.0,2998.0,0.0,452169.94,2220.589
Estonia,Europe,Harku vald,Harju,59.39157000,24.46206000,scattered clouds,8.75,10.95,610471.0,0.0,2998.0,0.0,452169.94,2220.589
Estonia,Europe,Jõelähtme vald,Harju,59.43996000,25.13535000,clear sky,8.94,14.27,610471.0,0.0,2998.0,0.0,452169.94,2220.589
Estonia,Europe,Jüri,Harju,59.35417000,24.89417000,clear sky,8.58,13.92,610471.0,0.0,2998.0,0.0,452169.94,2220.589
Estonia,Europe,Kehra,Harju,59.33611000,25.32111000,broken clouds,13.89,13.89,610471.0,0.0,2998.0,0.0,452169.94,2220.589
Estonia,Europe,Keila,Harju,59.30361000,24.41306000,scattered clouds,14.01,16.78,610471.0,0.0,2998.0,0.0,452169.94,2220.589
Estonia,Europe,Kiili,Harju,59.30775000,24.83776000,clear sky,8.61,13.94,610471.0,0.0,2998.0,0.0,452169.94,2220.589
Eswatini,Africa,Bulembu,Hhohho,-25.96667000,31.13333000,light rain,22.98,22.98,75356.0,0.0,1427.0,0.0,61821.89,1170.708
Eswatini,Africa,Lobamba,Hhohho,-26.46667000,31.20000000,light rain,20.57,20.57,75356.0,0.0,1427.0,0.0,61821.89,1170.708
Eswatini,Africa,Mbabane,Hhohho,-26.31667000,31.13333000,light rain,17.24,17.24,75356.0,0.0,1427.0,0.0,61821.89,1170.708
Eswatini,Africa,Piggs Peak,Hhohho,-25.96082000,31.24666000,overcast clouds,22.56,22.56,75356.0,0.0,1427.0,0.0,61821.89,1170.708
Eswatini,Africa,Big Bend,Lubombo,-26.81667000,31.93333000,light rain,29.22,29.22,75356.0,0.0,1427.0,0.0,61821.89,1170.708
Eswatini,Africa,Mhlume,Lubombo,-26.03333000,31.85000000,broken clouds,28.25,28.25,75356.0,0.0,1427.0,0.0,61821.89,1170.708
Eswatini,Africa,Hhukwini,Hhohho,-26.31972000,31.22222000,light rain,18.46,18.46,75356.0,0.0,1427.0,0.0,61821.89,1170.708
Eswatini,Africa,Nkhaba,Hhohho,-26.15728000,31.16391000,light rain,19.79,19.79,75356.0,0.0,1427.0,0.0,61821.89,1170.708
Eswatini,Africa,Dvokodvweni Inkhundla,Lubombo,-26.45398000,31.76456000,broken clouds,24.22,24.22,75356.0,0.0,1427.0,0.0,61821.89,1170.708
Eswatini,Africa,Lomashasha,Lubombo,-26.06644000,32.00768000,broken clouds,26.64,26.64,75356.0,0.0,1427.0,0.0,61821.89,1170.708
Ethiopia,Africa,Addis Ababa,Addis Ababa,9.02497000,38.74689000,clear sky,25.49,25.49,501193.0,0.0,7574.0,0.0,3997.255,60.406
Ethiopia,Africa,Asaita,Afar,11.56838000,41.43869000,few clouds,38.33,38.33,501193.0,0.0,7574.0,0.0,3997.255,60.406
Ethiopia,Africa,Āwash,Afar,8.98333000,40.16667000,broken clouds,35.69,35.69,501193.0,0.0,7574.0,0.0,3997.255,60.406
Ethiopia,Africa,Dubti,Afar,11.73292000,41.08200000,scattered clouds,38.39,38.39,501193.0,0.0,7574.0,0.0,3997.255,60.406
Ethiopia,Africa,Gewanē,Afar,10.16658000,40.64689000,broken clouds,36.17,36.17,501193.0,0.0,7574.0,0.0,3997.255,60.406
Ethiopia,Africa,Semera,Afar,11.79342000,41.00578000,scattered clouds,35.93,35.93,501193.0,0.0,7574.0,0.0,3997.255,60.406
Ethiopia,Africa,Abomsa,Amhara,9.98333000,39.98333000,broken clouds,31.69,31.69,501193.0,0.0,7574.0,0.0,3997.255,60.406
Ethiopia,Africa,Addiet Canna,Amhara,11.26667000,37.48333000,overcast clouds,28.27,28.27,501193.0,0.0,7574.0,0.0,3997.255,60.406
Ethiopia,Africa,Administrative Zone 2,Afar,13.68513000,40.05615000,clear sky,36.86,36.86,501193.0,0.0,7574.0,0.0,3997.255,60.406
Ethiopia,Africa,Administrative Zone 3,Afar,10.00902000,40.47394000,broken clouds,37.58,37.58,501193.0,0.0,7574.0,0.0,3997.255,60.406
Faroe Islands,Europe,Eiði,Eysturoy,62.27890000,-7.01230000,scattered clouds,10.6,10.6,34658.0,0.0,28.0,0.0,641351.6,518.144
Faroe Islands,Europe,Eystur,Eysturoy,62.15670000,-6.82330000,scattered clouds,9.31,9.31,34658.0,0.0,28.0,0.0,641351.6,518.144
Faroe Islands,Europe,Fuglafjørður,Eysturoy,62.21010000,-6.81230000,scattered clouds,9.91,9.91,34658.0,0.0,28.0,0.0,641351.6,518.144
Faroe Islands,Europe,Nes,Eysturoy,62.09870000,-6.76540000,clear sky,13.97,14.41,34658.0,0.0,28.0,0.0,641351.6,518.144
Faroe Islands,Europe,Runavík,Eysturoy,62.13230000,-6.78900000,scattered clouds,10.25,10.25,34658.0,0.0,28.0,0.0,641351.6,518.144
Faroe Islands,Europe,Klaksvík,Northern Isles,62.22100000,-6.58000000,scattered clouds,9.16,9.16,34658.0,0.0,28.0,0.0,641351.6,518.144
Faroe Islands,Europe,Sjóvar,Eysturoy,62.12340000,-6.87650000,scattered clouds,10.48,10.48,34658.0,0.0,28.0,0.0,641351.6,518.144
Faroe Islands,Europe,Fugloy,Northern Isles,62.45670000,-6.72340000,scattered clouds,9.95,9.95,34658.0,0.0,28.0,0.0,641351.6,518.144
Faroe Islands,Europe,Hvannasund,Northern Isles,62.34560000,-6.78900000,broken clouds,10.6,10.6,34658.0,0.0,28.0,0.0,641351.6,518.144
Faroe Islands,Europe,Kunoy,Northern Isles,62.34560000,-6.89010000,broken clouds,10.77,10.77,34658.0,0.0,28.0,0.0,641351.6,518.144
Finland,Europe,Brändö,Åland Islands,60.40750000,21.07860000,scattered clouds,7.5,7.5,1499712.0,0.0,11466.0,0.0,269281.97,2058.787
Finland,Europe,Eckerö,Åland Islands,60.22080000,19.55890000,clear sky,7.1,15.91,1499712.0,0.0,11466.0,0.0,269281.97,2058.787
Finland,Europe,Finström,Åland Islands,60.23420000,20.11390000,clear sky,15.9,15.9,1499712.0,0.0,11466.0,0.0,269281.97,2058.787
Finland,Europe,Föglö,Åland Islands,60.09890000,20.37280000,few clouds,14.09,14.09,1499712.0,0.0,11466.0,0.0,269281.97,2058.787
Finland,Europe,Geta,Åland Islands,60.41830000,19.71670000,broken clouds,15.86,15.86,1499712.0,0.0,11466.0,0.0,269281.97,2058.787
Finland,Europe,Hammarland,Åland Islands,60.24470000,19.68920000,clear sky,15.92,15.92,1499712.0,0.0,11466.0,0.0,269281.97,2058.787
Finland,Europe,Jomala,Åland Islands,60.11810000,19.89890000,clear sky,15.86,15.86,1499712.0,0.0,11466.0,0.0,269281.97,2058.787
Finland,Europe,Kumlinge,Åland Islands,60.39920000,20.76920000,scattered clouds,7.51,7.51,1499712.0,0.0,11466.0,0.0,269281.97,2058.787
Finland,Europe,Lemland,Åland Islands,60.09250000,20.15440000,clear sky,15.94,15.94,1499712.0,0.0,11466.0,0.0,269281.97,2058.787
Finland,Europe,Mariehamn,Åland Islands,60.10260000,19.93480000,clear sky,15.92,15.92,1499712.0,0.0,11466.0,0.0,269281.97,2058.787
France,Europe,Abondance,Auvergne-Rhône-Alpes,46.27874000,6.72105000,scattered clouds,6.75,8.93,38997490.0,,168091.0,,606706.0,2615.087
France,Europe,Abrest,Auvergne-Rhône-Alpes,46.09859000,3.44461000,overcast clouds,13.67,13.67,38997490.0,,168091.0,,606706.0,2615.087
France,Europe,Aigueblanche,Auvergne-Rhône-Alpes,45.50455000,6.50184000,scattered clouds,12.26,17.07,38997490.0,,168091.0,,606706.0,2615.087
France,Europe,Aigueperse,Auvergne-Rhône-Alpes,46.02255000,3.20228000,light rain,11.82,13.49,38997490.0,,168091.0,,606706.0,2615.087
France,Europe,Aime,Auvergne-Rhône-Alpes,45.55559000,6.65042000,scattered clouds,9.28,9.28,38997490.0,,168091.0,,606706.0,2615.087
France,Europe,Ainay-le-Château,Auvergne-Rhône-Alpes,46.71125000,2.69238000,broken clouds,14.26,14.26,38997490.0,,168091.0,,606706.0,2615.087
France,Europe,Aiton,Auvergne-Rhône-Alpes,45.56123000,6.25955000,broken clouds,11.82,12.02,38997490.0,,168091.0,,606706.0,2615.087
France,Europe,Aix-les-Bains,Auvergne-Rhône-Alpes,45.69173000,5.90863000,clear sky,13.26,14.52,38997490.0,,168091.0,,606706.0,2615.087
France,Europe,Alba-la-Romaine,Auvergne-Rhône-Alpes,44.55537000,4.59846000,overcast clouds,14.53,14.53,38997490.0,,168091.0,,606706.0,2615.087
France,Europe,Albens,Auvergne-Rhône-Alpes,45.78786000,5.94528000,clear sky,13.25,14.51,38997490.0,,168091.0,,606706.0,2615.087
French Polynesia,Oceania,Rapa,Austral Islands,-27.60822390,-144.38427770,clear sky,14.33,14.33,79387.0,47.0,650.0,0.0,283131.66,2318.208
French Polynesia,Oceania,Raivavae,Austral Islands,-23.86946330,-147.73244720,light rain,25.69,25.69,79387.0,47.0,650.0,0.0,283131.66,2318.208
French Polynesia,Oceania,Rimatara,Austral Islands,-22.64382540,-152.83120520,overcast clouds,26.01,26.01,79387.0,47.0,650.0,0.0,283131.66,2318.208
French Polynesia,Oceania,Rurutu,Austral Islands,-22.46958690,-151.39113710,overcast clouds,25.86,25.86,79387.0,47.0,650.0,0.0,283131.66,2318.208
French Polynesia,Oceania,Tubuai,Austral Islands,-23.36850430,-149.54496480,broken clouds,25.22,25.22,79387.0,47.0,650.0,0.0,283131.66,2318.208
French Polynesia,Oceania,Bora-Bora,Leeward Islands,-16.39169250,-151.93003350,light rain,27.78,27.78,79387.0,47.0,650.0,0.0,283131.66,2318.208
French Polynesia,Oceania,Huahine,Leeward Islands,-16.75212330,-151.07889500,light rain,27.65,27.65,79387.0,47.0,650.0,0.0,283131.66,2318.208
French Polynesia,Oceania,Maupiti,Leeward Islands,-16.31438490,-154.79908630,broken clouds,27.95,27.95,79387.0,47.0,650.0,0.0,283131.66,2318.208
French Polynesia,Oceania,Tahaa,Leeward Islands,-16.61957120,-151.57215390,light rain,27.77,27.77,79387.0,47.0,650.0,0.0,283131.66,2318.208
French Polynesia,Oceania,Taputapuatea,Leeward Islands,-16.82062470,-151.47741330,light rain,27.67,27.67,79387.0,47.0,650.0,0.0,283131.66,2318.208
Gabon,Africa,Cocobeach,Estuaire,1.00019000,9.58229000,light rain,27.67,27.67,49051.0,0.0,307.0,0.0,20179.352,126.298
Gabon,Africa,Libreville,Estuaire,0.39241000,9.45356000,light rain,30.15,30.15,49051.0,0.0,307.0,0.0,20179.352,126.298
Gabon,Africa,Ntoum,Estuaire,0.39051000,9.76096000,light rain,31.02,31.02,49051.0,0.0,307.0,0.0,20179.352,126.298
Gabon,Africa,Franceville,Haut-Ogooué,-1.63333000,13.58357000,broken clouds,35.53,35.53,49051.0,0.0,307.0,0.0,20179.352,126.298
Gabon,Africa,Lékoni,Haut-Ogooué,-1.58431000,14.25905000,broken clouds,34.87,34.87,49051.0,0.0,307.0,0.0,20179.352,126.298
Gabon,Africa,Moanda,Haut-Ogooué,-1.56652000,13.19870000,scattered clouds,34.3,34.3,49051.0,0.0,307.0,0.0,20179.352,126.298
Gabon,Africa,Mounana,Haut-Ogooué,-1.40850000,13.15857000,broken clouds,34.04,34.04,49051.0,0.0,307.0,0.0,20179.352,126.298
Gabon,Africa,Okondja,Haut-Ogooué,-0.65487000,13.67533000,overcast clouds,34.73,34.73,49051.0,0.0,307.0,0.0,20179.352,126.298
Gabon,Africa,Lambaréné,Moyen-Ogooué,-0.70010000,10.24055000,overcast clouds,31.29,31.29,49051.0,0.0,307.0,0.0,20179.352,126.298
Gabon,Africa,Ndjolé,Moyen-Ogooué,-0.17827000,10.76488000,overcast clouds,30.66,30.66,49051.0,0.0,307.0,0.0,20179.352,126.298
Georgia,Asia,Bich’vinta,Abkhazia,43.16197000,40.34102000,overcast clouds,18.1,18.1,1863615.0,0.0,17150.0,0.0,491099.22,4519.362
Georgia,Asia,Dranda,Abkhazia,42.87167000,41.15333000,overcast clouds,18.82,18.82,1863615.0,0.0,17150.0,0.0,491099.22,4519.362
Georgia,Asia,Gagra,Abkhazia,43.27858000,40.27124000,overcast clouds,19.51,19.51,1863615.0,0.0,17150.0,0.0,491099.22,4519.362
Georgia,Asia,Gali,Abkhazia,42.62655000,41.73808000,overcast clouds,24.8,24.8,1863615.0,0.0,17150.0,0.0,491099.22,4519.362
Georgia,Asia,Gantiadi,Abkhazia,43.38111000,40.07944000,overcast clouds,20.09,20.09,1863615.0,0.0,17150.0,0.0,491099.22,4519.362
Georgia,Asia,Gudauta,Abkhazia,43.10547000,40.62067000,overcast clouds,17.42,17.42,1863615.0,0.0,17150.0,0.0,491099.22,4519.362
Georgia,Asia,Kelasuri,Abkhazia,42.97877000,41.07067000,light rain,19.45,19.45,1863615.0,0.0,17150.0,0.0,491099.22,4519.362
Georgia,Asia,Och’amch’ire,Abkhazia,42.71232000,41.46863000,overcast clouds,22.38,22.38,1863615.0,0.0,17150.0,0.0,491099.22,4519.362
Georgia,Asia,Sokhumi,Abkhazia,43.00697000,40.98930000,overcast clouds,18.78,18.78,1863615.0,0.0,17150.0,0.0,491099.22,4519.362
Georgia,Asia,P’rimorsk’oe,Abkhazia,43.09236000,40.69650000,overcast clouds,17.34,17.34,1863615.0,0.0,17150.0,0.0,491099.22,4519.362
Germany,Europe,Aach,Baden-Württemberg,47.84240000,8.85384000,few clouds,13.88,16.2,38437756.0,,174979.0,,457123.1,2080.947
Germany,Europe,Aalen,Baden-Württemberg,48.83777000,10.09330000,few clouds,13.71,14.75,38437756.0,,174979.0,,457123.1,2080.947
Germany,Europe,Abstatt,Baden-Württemberg,49.06820000,9.29070000,clear sky,15.47,17.97,38437756.0,,174979.0,,457123.1,2080.947
Germany,Europe,Abtsgmünd,Baden-Württemberg,48.89503000,10.00172000,clear sky,14.08,15.16,38437756.0,,174979.0,,457123.1,2080.947
Germany,Europe,Achern,Baden-Württemberg,48.63115000,8.07607000,clear sky,16.7,18.04,38437756.0,,174979.0,,457123.1,2080.947
Germany,Europe,Achstetten,Baden-Württemberg,48.25886000,9.89748000,few clouds,13.29,14.65,38437756.0,,174979.0,,457123.1,2080.947
Germany,Europe,Adelberg,Baden-Württemberg,48.76227000,9.59991000,clear sky,13.35,16.15,38437756.0,,174979.0,,457123.1,2080.947
Germany,Europe,Adelmannsfelden,Baden-Württemberg,48.95476000,10.00466000,few clouds,13.42,14.49,38437756.0,,174979.0,,457123.1,2080.947
Germany,Europe,Adelsheim,Baden-Württemberg,49.40150000,9.39250000,scattered clouds,15.81,16.93,38437756.0,,174979.0,,457123.1,2080.947
Germany,Europe,Affalterbach,Baden-Württemberg,48.92267000,9.32362000,clear sky,15.02,17.51,38437756.0,,174979.0,,457123.1,2080.947
Ghana,Africa,Agogo,Ashanti,6.80004000,-1.08193000,broken clouds,35.01,35.01,172062.0,0.0,1462.0,0.0,5190.54,44.104
Ghana,Africa,Bekwai,Ashanti,6.45195000,-1.57866000,broken clouds,34.78,34.78,172062.0,0.0,1462.0,0.0,5190.54,44.104
Ghana,Africa,Ejura,Ashanti,7.38558000,-1.35617000,overcast clouds,38.42,38.42,172062.0,0.0,1462.0,0.0,5190.54,44.104
Ghana,Africa,Konongo,Ashanti,6.61667000,-1.21667000,broken clouds,35.9,35.9,172062.0,0.0,1462.0,0.0,5190.54,44.104
Ghana,Africa,Asunafo North,Ahafo,6.81968910,-2.80770500,broken clouds,34.93,34.93,172062.0,0.0,1462.0,0.0,5190.54,44.104
Ghana,Africa,Asunafo South,Ahafo,6.64801380,-2.68874370,broken clouds,33.5,33.5,172062.0,0.0,1462.0,0.0,5190.54,44.104
Ghana,Africa,Asutifi North,Ahafo,6.94774860,-2.76757160,broken clouds,35.22,35.22,172062.0,0.0,1462.0,0.0,5190.54,44.104
Ghana,Africa,Asutifi South,Ahafo,6.64801380,-2.68874370,broken clouds,33.5,33.5,172062.0,0.0,1462.0,0.0,5190.54,44.104
Ghana,Africa,Tano North,Ahafo,7.22603010,-2.30456560,overcast clouds,35.37,35.37,172062.0,0.0,1462.0,0.0,5190.54,44.104
Ghana,Africa,Tano South,Ahafo,7.19537930,-2.12586610,overcast clouds,35.2,35.2,172062.0,0.0,1462.0,0.0,5190.54,44.104
Greece,Europe,Acharnés,Attica,38.08333000,23.73333000,broken clouds,14.82,17.71,5673681.0,5818.0,39258.0,40.0,544892.3,3770.283
Greece,Europe,Aegina,Attica,37.74667000,23.42750000,overcast clouds,14.75,14.75,5673681.0,5818.0,39258.0,40.0,544892.3,3770.283
Greece,Europe,Agía Paraskeví,Attica,38.01667000,23.83333000,overcast clouds,14.5,17.38,5673681.0,5818.0,39258.0,40.0,544892.3,3770.283
Greece,Europe,Agía Varvára,Attica,37.98938000,23.66011000,broken clouds,15.72,18.61,5673681.0,5818.0,39258.0,40.0,544892.3,3770.283
Greece,Europe,Agios Dimitrios,Attica,37.93333000,23.73333000,overcast clouds,16.66,16.66,5673681.0,5818.0,39258.0,40.0,544892.3,3770.283
Greece,Europe,Afidnés,Attica,38.20332000,23.83982000,overcast clouds,13.88,16.08,5673681.0,5818.0,39258.0,40.0,544892.3,3770.283
Greece,Europe,Aghios Panteleímon,Attica,38.11643000,23.98182000,overcast clouds,15.9,18.79,5673681.0,5818.0,39258.0,40.0,544892.3,3770.283
Greece,Europe,Ágioi Anárgyroi,Attica,38.03013000,23.72379000,broken clouds,15.41,18.3,5673681.0,5818.0,39258.0,40.0,544892.3,3770.283
Greece,Europe,Agios Dimítrios Kropiás,Attica,37.80612000,23.85793000,overcast clouds,16.02,18.64,5673681.0,5818.0,39258.0,40.0,544892.3,3770.283
Greece,Europe,Agios Ioannis Rentis,Attica,37.96491000,23.66511000,broken clouds,15.85,18.74,5673681.0,5818.0,39258.0,40.0,544892.3,3770.283
Greenland,North America,Ilulissat,Avannaata,69.22794880,-51.12805390,light shower snow,-12.99,-12.99,11971.0,0.0,21.0,0.0,213714.42,374.906
Greenland,North America,Qaanaaq,Avannaata,77.46740090,-69.24837110,scattered clouds,-22.17,-22.17,11971.0,0.0,21.0,0.0,213714.42,374.906
Greenland,North America,Upernavik,Avannaata,72.78686030,-56.16236710,few clouds,-22.87,-22.87,11971.0,0.0,21.0,0.0,213714.42,374.906
Greenland,North America,Uummannaq,Avannaata,70.67868970,-52.14978240,overcast clouds,-14.45,-14.45,11971.0,0.0,21.0,0.0,213714.42,374.906
Greenland,North America,Nanortalik,Kujalleq,60.14308250,-45.25629050,light snow,-3.91,-3.91,11971.0,0.0,21.0,0.0,213714.42,374.906
Greenland,North America,Narsaq,Kujalleq,60.91140780,-46.06857080,light snow,-5.17,-5.17,11971.0,0.0,21.0,0.0,213714.42,374.906
Greenland,North America,Qaqortoq,Kujalleq,60.71959600,-46.05481630,light snow,-5.2,-5.2,11971.0,0.0,21.0,0.0,213714.42,374.906
Greenland,North America,Aasiaat,Qeqertalik,68.70762800,-52.89951360,overcast clouds,-16.65,-16.65,11971.0,0.0,21.0,0.0,213714.42,374.906
Greenland,North America,Kangaatsiaq,Qeqertalik,68.30818450,-53.47685330,broken clouds,-17.17,-17.17,11971.0,0.0,21.0,0.0,213714.42,374.906
Greenland,North America,Qasigiannguit,Qeqertalik,68.81986320,-51.20916370,overcast clouds,-14.8,-14.8,11971.0,0.0,21.0,0.0,213714.42,374.906
Grenada,North America,Hillsborough,Carriacou,12.48292000,-61.45597000,clear sky,5.69,9.02,19693.0,0.0,238.0,0.0,168419.88,2035.441
Grenada,North America,Grenville,Saint Andrew,12.12278000,-61.62498000,overcast clouds,27.03,27.03,19693.0,0.0,238.0,0.0,168419.88,2035.441
Grenada,North America,Saint David’s,Saint David,12.04903000,-61.66875000,few clouds,26.69,26.69,19693.0,0.0,238.0,0.0,168419.88,2035.441
Grenada,North America,Saint George's,Saint George,12.05288000,-61.75226000,few clouds,26.82,26.82,19693.0,0.0,238.0,0.0,168419.88,2035.441
Grenada,North America,Gouyave,Saint John,12.16462000,-61.72965000,few clouds,26.43,26.43,19693.0,0.0,238.0,0.0,168419.88,2035.441
Grenada,North America,Victoria,Saint Mark,12.19021000,-61.70677000,few clouds,18.57,20.14,19693.0,0.0,238.0,0.0,168419.88,2035.441
Grenada,North America,Sauteurs,Saint Patrick,12.21833000,-61.63917000,overcast clouds,26.39,26.39,19693.0,0.0,238.0,0.0,168419.88,2035.441
Guadeloupe,North America,Baie-Mahault,Basse-Terre,16.24976070,-61.67750720,broken clouds,25.94,25.94,203235.0,0.0,1021.0,0.0,528290.6,2653.995
Guadeloupe,North America,Baillif,Basse-Terre,16.04973310,-61.75705910,broken clouds,26.02,26.02,203235.0,0.0,1021.0,0.0,528290.6,2653.995
Guadeloupe,North America,Basse-Terre,Basse-Terre,15.99916310,-61.74998100,overcast clouds,24.58,24.58,203235.0,0.0,1021.0,0.0,528290.6,2653.995
Guadeloupe,North America,Bouillante,Basse-Terre,16.13869370,-61.79898970,overcast clouds,25.57,25.57,203235.0,0.0,1021.0,0.0,528290.6,2653.995
Guadeloupe,North America,Capesterre-Belle-Eau,Basse-Terre,16.04854020,-61.70210450,broken clouds,26.01,26.01,203235.0,0.0,1021.0,0.0,528290.6,2653.995
Guadeloupe,North America,Gourbeyre,Basse-Terre,16.00565950,-61.73023870,overcast clouds,23.62,23.62,203235.0,0.0,1021.0,0.0,528290.6,2653.995
Guadeloupe,North America,Goyave,Basse-Terre,16.12310770,-61.69740210,broken clouds,25.97,25.97,203235.0,0.0,1021.0,0.0,528290.6,2653.995
Guadeloupe,North America,Lamentin,Basse-Terre,16.24431320,-61.75191940,broken clouds,25.92,25.92,203235.0,0.0,1021.0,0.0,528290.6,2653.995
Guadeloupe,North America,Petit-Bourg,Basse-Terre,16.16948810,-61.74043310,broken clouds,26.02,26.02,203235.0,0.0,1021.0,0.0,528290.6,2653.995
Guadeloupe,North America,Deshaies,Basse-Terre,16.31936050,-61.82425780,overcast clouds,25.66,25.66,203235.0,0.0,1021.0,0.0,528290.6,2653.995
Guatemala,North America,Cahabón,Alta Verapaz ,15.56667000,-89.81667000,broken clouds,23.96,23.96,1250371.0,1.0,20203.0,0.0,70057.125,1131.955
Guatemala,North America,Chahal Guatemala,Alta Verapaz ,15.79122000,-89.60518000,broken clouds,24.01,24.01,1250371.0,1.0,20203.0,0.0,70057.125,1131.955
Guatemala,North America,Chisec,Alta Verapaz ,15.81667000,-90.28333000,broken clouds,23.73,23.73,1250371.0,1.0,20203.0,0.0,70057.125,1131.955
Guatemala,North America,Cobán,Alta Verapaz ,15.47083000,-90.37083000,scattered clouds,17.45,17.45,1250371.0,1.0,20203.0,0.0,70057.125,1131.955
Guatemala,North America,La Tinta,Alta Verapaz ,15.31667000,-89.88333000,scattered clouds,22.33,22.33,1250371.0,1.0,20203.0,0.0,70057.125,1131.955
Guatemala,North America,Lanquín,Alta Verapaz ,15.56667000,-89.96667000,broken clouds,22.49,22.49,1250371.0,1.0,20203.0,0.0,70057.125,1131.955
Guatemala,North America,Panzós,Alta Verapaz ,15.40000000,-89.66667000,overcast clouds,23.69,23.69,1250371.0,1.0,20203.0,0.0,70057.125,1131.955
Guatemala,North America,San Cristóbal Verapaz,Alta Verapaz ,15.39632000,-90.56513000,scattered clouds,16.88,16.88,1250371.0,1.0,20203.0,0.0,70057.125,1131.955
Guatemala,North America,San Juan Chamelco,Alta Verapaz ,15.43333000,-90.33333000,scattered clouds,17.38,17.38,1250371.0,1.0,20203.0,0.0,70057.125,1131.955
Guatemala,North America,San Pedro Carchá,Alta Verapaz ,15.48333000,-90.26667000,scattered clouds,18.47,18.47,1250371.0,1.0,20203.0,0.0,70057.125,1131.955
Guinea,Africa,Boffa,Boké,10.33333000,-14.16667000,overcast clouds,31.36,31.36,38572.0,0.0,468.0,0.0,2744.335,33.297
Guinea,Africa,Boké,Boké,10.93217000,-14.29055000,broken clouds,34.52,34.52,38572.0,0.0,468.0,0.0,2744.335,33.297
Guinea,Africa,Boke Prefecture,Boké,11.08333000,-14.41667000,scattered clouds,34.36,34.36,38572.0,0.0,468.0,0.0,2744.335,33.297
Guinea,Africa,Fria,Boké,10.41667000,-13.58333000,overcast clouds,33.97,33.97,38572.0,0.0,468.0,0.0,2744.335,33.297
Guinea,Africa,Gaoual,Boké,11.75000000,-13.20000000,few clouds,37.12,37.12,38572.0,0.0,468.0,0.0,2744.335,33.297
